Día de la semana,Hora de inicio,Hora de fin,Estación de origen,Estación de destino,Número de pasajeros,Nivel de congestión,Clima
Martes,15:00,18:00,Portal Sur,Calle 72,33,Moderada,Soleado
Jueves,12:00,15:00,Calle 100,Héroes,40,Moderada,Nublado
Jueves,18:00,21:00,Portal Sur,Calle 100,80,Alta,Nublado
Miércoles,9:00,12:00,Calle 72,Av. Jiménez,37,Moderada,Soleado
Jueves,15:00,18:00,Av. Jiménez,Calle 100,41,Moderada,Lluvioso
Miércoles,18:00,21:00,Calle 100,Portal Norte,18,Baja,Nublado
Lunes,18:00,21:00,Calle 72,Portal Sur,74,Alta,Soleado
Viernes,12:00,15:00,Av. Jiménez,Héroes,45,Moderada,Lluvioso
Domingo,15:00,18:00,Calle 26,Portal Norte,80,Alta,Nublado
Domingo,6:00,9:00,Portal Norte,Av. Jiménez,12,Baja,Nublado
Jueves,12:00,15:00,Calle 72,Calle 100,4,Baja,Soleado
Domingo,12:00,15:00,Av. Jiménez,Héroes,40,Moderada,Nublado
Viernes,15:00,18:00,Calle 72,Héroes,80,Alta,Nublado
Jueves,12:00,15:00,Portal Sur,Calle 26,62,Alta,Soleado
Miércoles,21:00,24:00,Calle 72,Calle 26,22,Moderada,Soleado
Domingo,21:00,24:00,Héroes,Calle 100,76,Alta,Lluvioso
Jueves,21:00,24:00,Portal Sur,Av. Jiménez,31,Moderada,Soleado
Martes,18:00,21:00,Av. Jiménez,Calle 72,81,Alta,Nublado
Domingo,9:00,12:00,Calle 26,Portal Norte,10,Baja,Nublado
Lunes,21:00,24:00,Calle 26,Calle 72,91,Alta,Lluvioso
Jueves,21:00,24:00,Portal Norte,Calle 72,10,Baja,Soleado
Viernes,9:00,12:00,Calle 100,Portal Norte,36,Baja,Soleado
Viernes,9:00,12:00,Portal Norte,Calle 26,41,Moderada,Nublado
Domingo,12:00,15:00,Portal Sur,Calle 26,41,Moderada,Lluvioso
Jueves,12:00,15:00,Calle 26,Calle 100,81,Alta,Nublado
Viernes,12:00,15:00,Calle 26,Portal Norte,43,Moderada,Lluvioso
Lunes,15:00,18:00,Calle 72,Av. Jiménez,0,Baja,Soleado
Domingo,15:00,18:00,Héroes,Portal Norte,43,Moderada,Lluvioso
Sábado,21:00,24:00,Portal Norte,Av. Jiménez,40,Moderada,Lluvioso
Miércoles,6:00,9:00,Héroes,Portal Sur,81,Alta,Nublado
Martes,6:00,9:00,Portal Norte,Av. Jiménez,75,Alta,Soleado
Viernes,21:00,24:00,Calle 26,Av. Jiménez,68,Alta,Soleado
Jueves,21:00,24:00,Calle 100,Portal Norte,53,Moderada,Lluvioso
Sábado,12:00,15:00,Calle 26,Av. Jiménez,3,Baja,Lluvioso
Domingo,12:00,15:00,Calle 26,Portal Sur,41,Moderada,Nublado
Sábado,12:00,15:00,Héroes,Portal Sur,40,Moderada,Nublado
Martes,18:00,21:00,Calle 72,Héroes,50,Moderada,Lluvioso
Jueves,6:00,9:00,Av. Jiménez,Calle 72,92,Alta,Lluvioso
Martes,12:00,15:00,Calle 26,Héroes,32,Moderada,Soleado
Jueves,6:00,9:00,Héroes,Calle 72,80,Alta,Nublado
Jueves,6:00,9:00,Av. Jiménez,Héroes,6,Baja,Lluvioso
Domingo,15:00,18:00,Calle 26,Portal Norte,1,Baja,Lluvioso
Martes,6:00,9:00,Calle 100,Av. Jiménez,29,Moderada,Soleado
Sábado,6:00,9:00,Calle 100,Portal Sur,32,Moderada,Soleado
Jueves,15:00,18:00,Av. Jiménez,Calle 26,7,Baja,Lluvioso
Viernes,6:00,9:00,Calle 72,Héroes,27,Moderada,Soleado
Lunes,21:00,24:00,Av. Jiménez,Portal Norte,80,Alta,Soleado
Martes,12:00,15:00,Calle 72,Héroes,74,Alta,Soleado
Viernes,21:00,24:00,Portal Norte,Calle 26,100,Alta,Lluvioso
Viernes,18:00,21:00,Calle 72,Portal Norte,13,Baja,Lluvioso
Sábado,15:00,18:00,Portal Sur,Calle 26,12,Baja,Lluvioso
Viernes,12:00,15:00,Calle 72,Héroes,55,Moderada,Lluvioso
Miércoles,18:00,21:00,Calle 100,Av. Jiménez,61,Alta,Soleado
Jueves,18:00,21:00,Portal Norte,Calle 100,35,Moderada,Soleado
Martes,9:00,12:00,Calle 72,Héroes,39,Baja,Soleado
Domingo,21:00,24:00,Calle 26,Portal Norte,41,Moderada,Nublado
Sábado,6:00,9:00,Calle 26,Héroes,20,Baja,Nublado
Miércoles,9:00,12:00,Portal Norte,Portal Sur,4,Baja,Nublado
Sábado,15:00,18:00,Calle 26,Portal Sur,0,Baja,Lluvioso
Martes,21:00,24:00,Calle 26,Portal Sur,33,Baja,Soleado
Miércoles,12:00,15:00,Calle 72,Av. Jiménez,14,Baja,Soleado
Miércoles,15:00,18:00,Av. Jiménez,Calle 100,47,Moderada,Lluvioso
Sábado,6:00,9:00,Héroes,Av. Jiménez,81,Alta,Nublado
Martes,21:00,24:00,Calle 26,Av. Jiménez,30,Baja,Soleado
Viernes,18:00,21:00,Calle 72,Portal Norte,80,Alta,Nublado
Jueves,15:00,18:00,Héroes,Av. Jiménez,94,Alta,Lluvioso
Viernes,12:00,15:00,Héroes,Calle 26,44,Moderada,Lluvioso
Martes,21:00,24:00,Calle 72,Calle 100,24,Baja,Soleado
Viernes,15:00,18:00,Héroes,Portal Sur,13,Baja,Nublado
Viernes,6:00,9:00,Calle 26,Héroes,44,Moderada,Lluvioso
Sábado,6:00,9:00,Calle 26,Av. Jiménez,84,Alta,Lluvioso
Sábado,12:00,15:00,Portal Sur,Av. Jiménez,80,Alta,Nublado
Sábado,12:00,15:00,Av. Jiménez,Héroes,40,Moderada,Nublado
Domingo,6:00,9:00,Calle 26,Calle 72,40,Moderada,Nublado
Domingo,15:00,18:00,Portal Sur,Calle 100,44,Moderada,Lluvioso
Viernes,18:00,21:00,Calle 26,Av. Jiménez,32,Moderada,Soleado
Lunes,21:00,24:00,Portal Sur,Calle 72,18,Baja,Lluvioso
Martes,6:00,9:00,Calle 26,Calle 72,50,Moderada,Lluvioso
Martes,9:00,12:00,Portal Norte,Portal Sur,40,Moderada,Nublado
Viernes,18:00,21:00,Calle 26,Héroes,81,Alta,Nublado
Miércoles,9:00,12:00,Calle 72,Portal Sur,19,Baja,Lluvioso
Jueves,18:00,21:00,Héroes,Calle 100,15,Baja,Lluvioso
Domingo,12:00,15:00,Héroes,Calle 72,73,Alta,Soleado
Domingo,18:00,21:00,Av. Jiménez,Portal Norte,9,Baja,Lluvioso
Viernes,15:00,18:00,Portal Sur,Av. Jiménez,65,Alta,Soleado
Lunes,9:00,12:00,Calle 100,Av. Jiménez,32,Moderada,Soleado
Lunes,9:00,12:00,Calle 26,Héroes,11,Baja,Lluvioso
Sábado,12:00,15:00,Portal Sur,Calle 100,20,Baja,Lluvioso
Martes,21:00,24:00,Portal Sur,Portal Norte,22,Baja,Soleado
Miércoles,21:00,24:00,Calle 72,Av. Jiménez,76,Alta,Lluvioso
Miércoles,18:00,21:00,Portal Sur,Calle 26,1,Baja,Soleado
Lunes,18:00,21:00,Calle 100,Portal Sur,43,Moderada,Lluvioso
Viernes,21:00,24:00,Calle 26,Calle 72,78,Alta,Soleado
Martes,21:00,24:00,Calle 26,Calle 72,78,Alta,Soleado
Lunes,18:00,21:00,Calle 72,Calle 100,34,Moderada,Soleado
Viernes,9:00,12:00,Calle 26,Av. Jiménez,41,Moderada,Nublado
Viernes,6:00,9:00,Calle 26,Calle 100,32,Baja,Soleado
Martes,21:00,24:00,Calle 100,Portal Norte,4,Baja,Soleado
Martes,18:00,21:00,Calle 26,Av. Jiménez,24,Moderada,Soleado
Miércoles,21:00,24:00,Portal Norte,Portal Sur,36,Moderada,Soleado
Lunes,6:00,9:00,Héroes,Portal Sur,98,Alta,Lluvioso
Miércoles,9:00,12:00,Calle 26,Calle 72,68,Alta,Soleado
Viernes,15:00,18:00,Héroes,Portal Sur,23,Baja,Soleado
Lunes,21:00,24:00,Calle 72,Portal Norte,67,Alta,Soleado
Jueves,18:00,21:00,Portal Norte,Héroes,11,Baja,Soleado
Sábado,6:00,9:00,Portal Norte,Calle 72,25,Moderada,Soleado
Miércoles,6:00,9:00,Calle 100,Portal Sur,85,Alta,Lluvioso
Viernes,21:00,24:00,Av. Jiménez,Calle 100,23,Moderada,Soleado
Martes,15:00,18:00,Héroes,Calle 72,100,Alta,Lluvioso
Viernes,18:00,21:00,Calle 100,Portal Norte,9,Baja,Lluvioso
Miércoles,6:00,9:00,Héroes,Portal Sur,100,Alta,Lluvioso
Domingo,18:00,21:00,Héroes,Av. Jiménez,40,Moderada,Nublado
Miércoles,21:00,24:00,Héroes,Calle 72,71,Alta,Soleado
Miércoles,18:00,21:00,Calle 100,Portal Sur,40,Moderada,Nublado
Lunes,18:00,21:00,Calle 26,Portal Sur,22,Baja,Soleado
Lunes,15:00,18:00,Calle 26,Héroes,14,Baja,Lluvioso
Miércoles,15:00,18:00,Portal Norte,Portal Sur,39,Baja,Soleado
Sábado,21:00,24:00,Av. Jiménez,Calle 26,12,Baja,Nublado
Domingo,6:00,9:00,Calle 100,Portal Norte,17,Baja,Lluvioso
Lunes,15:00,18:00,Portal Norte,Calle 26,40,Moderada,Soleado
Domingo,12:00,15:00,Portal Sur,Portal Norte,24,Baja,Soleado
Jueves,15:00,18:00,Calle 72,Portal Norte,81,Alta,Nublado
Lunes,15:00,18:00,Portal Norte,Calle 72,28,Moderada,Soleado
Miércoles,9:00,12:00,Calle 72,Av. Jiménez,10,Baja,Lluvioso
Martes,15:00,18:00,Héroes,Calle 72,40,Moderada,Nublado
Martes,12:00,15:00,Calle 100,Portal Norte,76,Alta,Lluvioso
Martes,6:00,9:00,Calle 26,Portal Norte,41,Moderada,Nublado
Martes,18:00,21:00,Calle 100,Calle 26,77,Alta,Lluvioso
Sábado,18:00,21:00,Calle 72,Av. Jiménez,80,Alta,Nublado
Sábado,15:00,18:00,Portal Sur,Héroes,38,Baja,Soleado
Martes,12:00,15:00,Av. Jiménez,Portal Norte,80,Alta,Nublado
Sábado,18:00,21:00,Calle 100,Héroes,43,Moderada,Lluvioso
Miércoles,9:00,12:00,Portal Norte,Calle 72,62,Alta,Soleado
Domingo,12:00,15:00,Calle 26,Av. Jiménez,91,Alta,Lluvioso
Sábado,12:00,15:00,Calle 26,Calle 100,6,Baja,Nublado
Lunes,12:00,15:00,Portal Sur,Portal Norte,14,Baja,Lluvioso
Martes,12:00,15:00,Héroes,Calle 72,62,Alta,Soleado
Lunes,6:00,9:00,Calle 26,Av. Jiménez,61,Alta,Soleado
Jueves,15:00,18:00,Héroes,Calle 72,11,Baja,Lluvioso
Martes,15:00,18:00,Av. Jiménez,Portal Norte,64,Alta,Soleado
Martes,21:00,24:00,Av. Jiménez,Calle 26,81,Alta,Nublado
Jueves,9:00,12:00,Av. Jiménez,Portal Norte,16,Baja,Lluvioso
Domingo,6:00,9:00,Héroes,Calle 72,68,Alta,Soleado
Lunes,12:00,15:00,Calle 72,Av. Jiménez,14,Baja,Nublado
Domingo,21:00,24:00,Portal Norte,Héroes,0,Baja,Nublado
Jueves,12:00,15:00,Portal Norte,Calle 26,72,Alta,Soleado
Domingo,21:00,24:00,Portal Sur,Héroes,46,Moderada,Lluvioso
Martes,18:00,21:00,Calle 72,Calle 100,63,Alta,Soleado
Miércoles,15:00,18:00,Calle 72,Portal Norte,34,Baja,Soleado
Sábado,12:00,15:00,Calle 72,Calle 100,74,Alta,Lluvioso
Martes,12:00,15:00,Portal Norte,Calle 26,28,Baja,Soleado
Sábado,15:00,18:00,Portal Sur,Portal Norte,40,Baja,Soleado
Domingo,9:00,12:00,Héroes,Calle 100,89,Alta,Lluvioso
Jueves,12:00,15:00,Portal Sur,Calle 72,9,Baja,Lluvioso
Martes,9:00,12:00,Héroes,Portal Sur,40,Moderada,Nublado
Miércoles,6:00,9:00,Av. Jiménez,Portal Norte,21,Baja,Lluvioso
Sábado,6:00,9:00,Calle 72,Héroes,20,Baja,Soleado
Jueves,12:00,15:00,Calle 100,Portal Sur,26,Baja,Soleado
Martes,12:00,15:00,Portal Norte,Portal Sur,20,Baja,Lluvioso
Lunes,12:00,15:00,Calle 100,Av. Jiménez,18,Baja,Lluvioso
Domingo,12:00,15:00,Portal Sur,Héroes,95,Alta,Lluvioso
Viernes,18:00,21:00,Calle 100,Portal Sur,14,Baja,Nublado
Sábado,6:00,9:00,Portal Norte,Av. Jiménez,22,Moderada,Soleado
Lunes,9:00,12:00,Calle 100,Portal Sur,51,Moderada,Lluvioso
Viernes,6:00,9:00,Calle 72,Calle 100,12,Baja,Lluvioso
Viernes,18:00,21:00,Portal Sur,Portal Norte,30,Moderada,Soleado
Lunes,18:00,21:00,Portal Norte,Calle 72,81,Alta,Nublado
Sábado,18:00,21:00,Av. Jiménez,Héroes,46,Moderada,Lluvioso
Jueves,21:00,24:00,Portal Sur,Calle 26,63,Alta,Lluvioso
Lunes,18:00,21:00,Calle 100,Portal Sur,25,Baja,Soleado
Lunes,21:00,24:00,Calle 26,Calle 100,3,Baja,Nublado
Domingo,18:00,21:00,Portal Sur,Calle 72,77,Alta,Lluvioso
Sábado,12:00,15:00,Calle 26,Héroes,35,Moderada,Soleado
Jueves,12:00,15:00,Calle 100,Av. Jiménez,70,Alta,Soleado
Miércoles,21:00,24:00,Calle 26,Portal Sur,41,Moderada,Nublado
Miércoles,18:00,21:00,Héroes,Calle 100,81,Alta,Nublado
Sábado,18:00,21:00,Portal Sur,Calle 100,3,Baja,Lluvioso
Viernes,9:00,12:00,Av. Jiménez,Portal Sur,62,Alta,Soleado
Jueves,21:00,24:00,Calle 72,Héroes,72,Alta,Soleado
Sábado,12:00,15:00,Héroes,Portal Sur,0,Baja,Nublado
Domingo,12:00,15:00,Portal Sur,Calle 100,40,Moderada,Nublado
Sábado,18:00,21:00,Héroes,Portal Norte,37,Moderada,Soleado
Miércoles,9:00,12:00,Calle 100,Calle 72,41,Moderada,Lluvioso
Lunes,12:00,15:00,Portal Sur,Calle 26,43,Moderada,Lluvioso
Jueves,18:00,21:00,Portal Sur,Av. Jiménez,69,Alta,Lluvioso
Jueves,9:00,12:00,Calle 72,Portal Sur,88,Alta,Lluvioso
Domingo,21:00,24:00,Calle 100,Calle 26,50,Moderada,Lluvioso
Domingo,9:00,12:00,Calle 72,Portal Norte,64,Alta,Soleado
Jueves,18:00,21:00,Portal Sur,Portal Norte,10,Baja,Nublado
Jueves,21:00,24:00,Héroes,Portal Norte,28,Moderada,Soleado
Lunes,12:00,15:00,Calle 72,Calle 26,81,Alta,Nublado
Lunes,12:00,15:00,Av. Jiménez,Portal Norte,33,Moderada,Soleado
Domingo,9:00,12:00,Calle 26,Av. Jiménez,41,Moderada,Nublado
Jueves,9:00,12:00,Calle 26,Portal Norte,70,Alta,Lluvioso
Viernes,6:00,9:00,Portal Sur,Héroes,33,Moderada,Soleado
Miércoles,6:00,9:00,Portal Norte,Calle 72,35,Moderada,Soleado
Miércoles,12:00,15:00,Calle 100,Portal Sur,57,Moderada,Lluvioso
Domingo,12:00,15:00,Av. Jiménez,Calle 26,66,Alta,Soleado
Sábado,9:00,12:00,Av. Jiménez,Portal Sur,0,Baja,Nublado
Domingo,15:00,18:00,Calle 72,Calle 100,36,Moderada,Soleado
Miércoles,12:00,15:00,Calle 100,Héroes,75,Alta,Soleado
Jueves,9:00,12:00,Portal Sur,Calle 100,2,Baja,Soleado
Viernes,9:00,12:00,Calle 72,Portal Sur,81,Alta,Nublado
Lunes,15:00,18:00,Calle 26,Héroes,28,Moderada,Soleado
Domingo,18:00,21:00,Calle 100,Portal Sur,0,Baja,Soleado
Domingo,6:00,9:00,Portal Sur,Calle 72,10,Baja,Soleado
Sábado,9:00,12:00,Portal Norte,Calle 26,40,Moderada,Nublado
Martes,15:00,18:00,Calle 100,Calle 26,29,Moderada,Soleado
Martes,12:00,15:00,Av. Jiménez,Calle 100,40,Moderada,Soleado
Sábado,15:00,18:00,Portal Sur,Calle 100,2,Baja,Lluvioso
Viernes,21:00,24:00,Av. Jiménez,Portal Sur,2,Baja,Nublado
Martes,21:00,24:00,Portal Sur,Av. Jiménez,81,Alta,Nublado
Jueves,18:00,21:00,Calle 72,Héroes,15,Baja,Nublado
Martes,15:00,18:00,Portal Norte,Calle 100,14,Baja,Lluvioso
Martes,21:00,24:00,Calle 26,Héroes,50,Moderada,Lluvioso
Domingo,12:00,15:00,Héroes,Av. Jiménez,73,Alta,Lluvioso
Lunes,9:00,12:00,Portal Norte,Calle 100,40,Moderada,Nublado
Jueves,6:00,9:00,Portal Norte,Av. Jiménez,41,Moderada,Nublado
Domingo,18:00,21:00,Av. Jiménez,Portal Norte,62,Alta,Soleado
Lunes,21:00,24:00,Portal Norte,Av. Jiménez,25,Baja,Soleado
Sábado,21:00,24:00,Calle 26,Héroes,79,Alta,Lluvioso
Martes,9:00,12:00,Av. Jiménez,Portal Norte,41,Moderada,Nublado
Miércoles,15:00,18:00,Portal Norte,Calle 100,31,Baja,Soleado
Sábado,12:00,15:00,Calle 26,Calle 100,76,Alta,Soleado
Domingo,12:00,15:00,Calle 100,Héroes,53,Moderada,Lluvioso
Sábado,12:00,15:00,Calle 26,Portal Norte,40,Moderada,Nublado
Domingo,6:00,9:00,Calle 26,Calle 100,56,Moderada,Lluvioso
Miércoles,12:00,15:00,Portal Norte,Calle 100,38,Moderada,Soleado
Miércoles,15:00,18:00,Av. Jiménez,Calle 100,42,Moderada,Lluvioso
Domingo,15:00,18:00,Calle 26,Calle 72,58,Moderada,Lluvioso
Lunes,6:00,9:00,Calle 26,Héroes,1,Baja,Nublado
Jueves,12:00,15:00,Portal Norte,Calle 26,39,Moderada,Soleado
Martes,18:00,21:00,Portal Sur,Portal Norte,7,Baja,Lluvioso
Miércoles,9:00,12:00,Av. Jiménez,Calle 26,8,Baja,Soleado
Lunes,21:00,24:00,Av. Jiménez,Calle 72,13,Baja,Lluvioso
Lunes,9:00,12:00,Calle 100,Portal Norte,18,Baja,Soleado
Sábado,15:00,18:00,Av. Jiménez,Portal Norte,3,Baja,Nublado
Sábado,21:00,24:00,Héroes,Calle 26,76,Alta,Soleado
Lunes,12:00,15:00,Portal Norte,Héroes,80,Alta,Nublado
Sábado,21:00,24:00,Calle 100,Portal Sur,20,Baja,Lluvioso
Jueves,18:00,21:00,Portal Norte,Av. Jiménez,2,Baja,Lluvioso
Viernes,18:00,21:00,Héroes,Av. Jiménez,63,Alta,Lluvioso
Viernes,21:00,24:00,Calle 72,Calle 26,34,Baja,Soleado
Lunes,9:00,12:00,Héroes,Portal Sur,1,Baja,Soleado
Domingo,12:00,15:00,Héroes,Calle 100,97,Alta,Lluvioso
Martes,12:00,15:00,Portal Sur,Héroes,28,Moderada,Soleado
Lunes,18:00,21:00,Portal Sur,Héroes,77,Alta,Lluvioso
Miércoles,18:00,21:00,Calle 26,Av. Jiménez,35,Moderada,Soleado
Sábado,12:00,15:00,Calle 26,Portal Norte,2,Baja,Soleado
Sábado,21:00,24:00,Calle 26,Héroes,81,Alta,Nublado
Lunes,21:00,24:00,Av. Jiménez,Calle 72,82,Alta,Lluvioso
Lunes,6:00,9:00,Calle 26,Héroes,20,Baja,Lluvioso
Sábado,15:00,18:00,Portal Norte,Portal Sur,63,Alta,Soleado
Lunes,12:00,15:00,Portal Sur,Av. Jiménez,38,Baja,Soleado
Martes,21:00,24:00,Calle 26,Calle 72,73,Alta,Lluvioso
Miércoles,12:00,15:00,Calle 72,Portal Sur,40,Moderada,Nublado
Miércoles,15:00,18:00,Calle 26,Calle 72,9,Baja,Nublado
Miércoles,9:00,12:00,Héroes,Calle 100,41,Moderada,Nublado
Miércoles,6:00,9:00,Calle 100,Héroes,9,Baja,Soleado
Sábado,15:00,18:00,Calle 100,Portal Sur,44,Moderada,Lluvioso
Sábado,9:00,12:00,Portal Norte,Calle 26,17,Baja,Lluvioso
Lunes,18:00,21:00,Calle 100,Héroes,27,Moderada,Soleado
Lunes,9:00,12:00,Calle 26,Portal Sur,40,Moderada,Nublado
Lunes,12:00,15:00,Calle 100,Portal Sur,19,Baja,Soleado
Sábado,9:00,12:00,Héroes,Portal Sur,16,Baja,Nublado
Domingo,12:00,15:00,Portal Norte,Calle 100,20,Baja,Soleado
Lunes,15:00,18:00,Héroes,Calle 100,41,Moderada,Nublado
Sábado,12:00,15:00,Av. Jiménez,Portal Norte,54,Moderada,Lluvioso
Sábado,18:00,21:00,Av. Jiménez,Calle 26,7,Baja,Nublado
Jueves,9:00,12:00,Portal Sur,Portal Norte,39,Moderada,Soleado
Viernes,15:00,18:00,Calle 26,Calle 100,80,Alta,Nublado
Lunes,9:00,12:00,Calle 26,Calle 72,24,Moderada,Soleado
Domingo,21:00,24:00,Portal Norte,Portal Sur,80,Alta,Nublado
Miércoles,6:00,9:00,Portal Sur,Portal Norte,3,Baja,Nublado
Martes,9:00,12:00,Portal Norte,Calle 100,6,Baja,Nublado
Lunes,21:00,24:00,Héroes,Portal Sur,39,Moderada,Soleado
Martes,15:00,18:00,Calle 72,Calle 100,6,Baja,Lluvioso
Domingo,15:00,18:00,Calle 26,Calle 72,41,Moderada,Lluvioso
Miércoles,15:00,18:00,Av. Jiménez,Calle 100,80,Alta,Nublado
Sábado,18:00,21:00,Héroes,Calle 72,14,Baja,Lluvioso
Miércoles,9:00,12:00,Portal Norte,Calle 72,17,Baja,Lluvioso
Jueves,15:00,18:00,Av. Jiménez,Calle 72,68,Alta,Lluvioso
Martes,9:00,12:00,Calle 72,Calle 26,74,Alta,Soleado
Lunes,18:00,21:00,Calle 26,Calle 72,40,Moderada,Nublado
Domingo,6:00,9:00,Portal Sur,Calle 100,41,Moderada,Nublado
Miércoles,21:00,24:00,Av. Jiménez,Portal Norte,72,Alta,Soleado
Viernes,15:00,18:00,Calle 26,Av. Jiménez,65,Alta,Soleado
Jueves,6:00,9:00,Calle 26,Portal Norte,11,Baja,Lluvioso
Martes,15:00,18:00,Calle 100,Calle 72,71,Alta,Soleado
Domingo,21:00,24:00,Calle 26,Calle 100,71,Alta,Soleado
Jueves,12:00,15:00,Calle 100,Calle 72,25,Moderada,Soleado
Lunes,15:00,18:00,Calle 26,Av. Jiménez,23,Moderada,Soleado
Miércoles,6:00,9:00,Calle 100,Héroes,25,Moderada,Soleado
Jueves,15:00,18:00,Calle 100,Calle 72,27,Moderada,Soleado
Jueves,9:00,12:00,Calle 26,Av. Jiménez,66,Alta,Soleado
Jueves,18:00,21:00,Portal Norte,Av. Jiménez,13,Baja,Lluvioso
Martes,6:00,9:00,Av. Jiménez,Portal Sur,80,Alta,Nublado
Martes,15:00,18:00,Portal Sur,Calle 100,88,Alta,Lluvioso
Domingo,12:00,15:00,Calle 72,Calle 26,40,Moderada,Soleado
Lunes,18:00,21:00,Portal Sur,Calle 100,40,Moderada,Nublado
Domingo,9:00,12:00,Héroes,Portal Sur,21,Moderada,Soleado
Martes,15:00,18:00,Portal Norte,Calle 26,60,Moderada,Lluvioso
Viernes,15:00,18:00,Portal Sur,Calle 72,1,Baja,Lluvioso
Viernes,21:00,24:00,Héroes,Av. Jiménez,2,Baja,Lluvioso
Jueves,15:00,18:00,Héroes,Portal Sur,41,Moderada,Nublado
Miércoles,6:00,9:00,Calle 26,Av. Jiménez,72,Alta,Lluvioso
Jueves,12:00,15:00,Portal Sur,Calle 72,21,Baja,Lluvioso
Viernes,15:00,18:00,Calle 72,Héroes,80,Alta,Nublado
Lunes,6:00,9:00,Héroes,Calle 100,49,Moderada,Lluvioso
Lunes,21:00,24:00,Portal Norte,Av. Jiménez,60,Alta,Lluvioso
Sábado,6:00,9:00,Portal Sur,Calle 26,18,Baja,Nublado
Lunes,18:00,21:00,Héroes,Portal Norte,33,Baja,Soleado
Viernes,21:00,24:00,Calle 72,Héroes,86,Alta,Lluvioso
Lunes,15:00,18:00,Calle 26,Av. Jiménez,41,Moderada,Nublado
Miércoles,21:00,24:00,Portal Sur,Calle 100,83,Alta,Lluvioso
Sábado,15:00,18:00,Calle 100,Héroes,34,Baja,Soleado
Lunes,9:00,12:00,Calle 100,Calle 72,17,Baja,Nublado
Viernes,15:00,18:00,Portal Norte,Portal Sur,86,Alta,Lluvioso
Domingo,18:00,21:00,Av. Jiménez,Héroes,13,Baja,Lluvioso
Sábado,21:00,24:00,Av. Jiménez,Calle 100,40,Moderada,Nublado
Miércoles,6:00,9:00,Calle 72,Av. Jiménez,14,Baja,Soleado
Domingo,21:00,24:00,Portal Norte,Calle 26,28,Moderada,Soleado
Jueves,9:00,12:00,Calle 100,Héroes,32,Baja,Soleado
Miércoles,12:00,15:00,Calle 72,Portal Sur,71,Alta,Lluvioso
Viernes,15:00,18:00,Calle 26,Portal Sur,81,Alta,Nublado
Domingo,18:00,21:00,Portal Sur,Héroes,19,Baja,Lluvioso
Lunes,9:00,12:00,Calle 72,Héroes,90,Alta,Lluvioso
Miércoles,18:00,21:00,Héroes,Calle 72,10,Baja,Lluvioso
Domingo,9:00,12:00,Portal Sur,Calle 100,81,Alta,Nublado
Domingo,12:00,15:00,Av. Jiménez,Calle 26,80,Alta,Nublado
Viernes,9:00,12:00,Calle 72,Portal Norte,9,Baja,Lluvioso
Viernes,18:00,21:00,Portal Sur,Calle 100,80,Alta,Nublado
Domingo,6:00,9:00,Calle 26,Portal Norte,5,Baja,Lluvioso
Miércoles,6:00,9:00,Calle 26,Héroes,80,Alta,Nublado
Viernes,9:00,12:00,Portal Norte,Calle 72,28,Moderada,Soleado
Lunes,12:00,15:00,Calle 72,Calle 100,21,Baja,Lluvioso
Domingo,15:00,18:00,Portal Sur,Portal Norte,14,Baja,Lluvioso
Martes,15:00,18:00,Calle 26,Av. Jiménez,12,Baja,Nublado
Viernes,18:00,21:00,Av. Jiménez,Calle 100,3,Baja,Soleado
Martes,15:00,18:00,Calle 100,Héroes,77,Alta,Soleado
Jueves,15:00,18:00,Portal Sur,Calle 72,3,Baja,Lluvioso
Sábado,12:00,15:00,Portal Sur,Calle 72,40,Moderada,Nublado
Martes,12:00,15:00,Calle 100,Calle 72,10,Baja,Soleado
Lunes,6:00,9:00,Héroes,Portal Sur,47,Moderada,Lluvioso
Viernes,6:00,9:00,Portal Norte,Calle 100,78,Alta,Soleado
Lunes,18:00,21:00,Calle 72,Portal Norte,20,Baja,Soleado
Lunes,6:00,9:00,Calle 72,Portal Sur,100,Alta,Lluvioso
Lunes,15:00,18:00,Héroes,Calle 100,27,Moderada,Soleado
Jueves,9:00,12:00,Calle 26,Av. Jiménez,45,Moderada,Lluvioso
Sábado,9:00,12:00,Av. Jiménez,Héroes,15,Baja,Lluvioso
Martes,15:00,18:00,Héroes,Av. Jiménez,40,Moderada,Nublado
Domingo,21:00,24:00,Av. Jiménez,Héroes,95,Alta,Lluvioso
Miércoles,6:00,9:00,Portal Sur,Portal Norte,40,Moderada,Nublado
Miércoles,21:00,24:00,Calle 26,Av. Jiménez,47,Moderada,Lluvioso
Domingo,15:00,18:00,Calle 26,Portal Norte,5,Baja,Lluvioso
Lunes,18:00,21:00,Héroes,Calle 72,34,Moderada,Soleado
Martes,15:00,18:00,Av. Jiménez,Calle 26,33,Baja,Soleado
Jueves,18:00,21:00,Héroes,Calle 100,41,Moderada,Nublado
Miércoles,6:00,9:00,Calle 72,Héroes,63,Alta,Soleado
Jueves,21:00,24:00,Portal Sur,Calle 72,58,Moderada,Lluvioso
Sábado,12:00,15:00,Héroes,Portal Sur,15,Baja,Lluvioso
Domingo,9:00,12:00,Calle 26,Portal Norte,37,Moderada,Soleado
Domingo,18:00,21:00,Calle 26,Calle 100,63,Alta,Soleado
Domingo,9:00,12:00,Av. Jiménez,Calle 72,17,Baja,Nublado
Jueves,15:00,18:00,Calle 26,Portal Norte,15,Baja,Lluvioso
